t,u,y
7.39,-95.492062,-40.334529
7.392,-94.938327,-42.978837
7.394,-96.94638,-41.452856
7.396,-92.837658,-43.341847
7.398,-92.711158,-44.61026
7.4,-92.561465,-44.340493
7.402,-89.033662,-45.278073
7.404,-87.588708,-46.555072
7.406,-90.465512,-47.24603
7.408,-87.40094,-47.990909
7.41,-86.420678,-47.717987
7.412,-82.855519,-48.595414
7.414,-82.608736,-49.151442
7.416,-80.615085,-49.48316
7.418,-80.328798,-49.438892
7.42,-77.086619,-50.378972
7.422,-79.105036,-53.077096
7.424,-73.80376,-51.956982
7.426,-73.848748,-50.830942
7.428,-71.605253,-51.601276
7.43,-68.167789,-53.212823
7.432,-67.418813,-54.959069
7.434,-64.87283,-53.036569
7.436,-63.664987,-53.491717
7.438,-61.361344,-52.024073
7.44,-59.909648,-52.957433
7.442,-56.166847,-54.201798
7.444,-57.748927,-54.073015
7.446,-54.171584,-53.730926
7.448,-52.847028,-53.320498
7.45,-49.491765,-51.614861
7.452,-48.415107,-53.59302
7.454,-45.924178,-52.44916
7.456,-44.455812,-53.571862
7.458,-41.983927,-52.358585
7.46,-38.748993,-54.12616
7.462,-35.669261,-54.316026
7.464,-34.633728,-52.426662
7.466,-32.5113,-55.256432
7.468,-31.019621,-53.408964
7.47,-27.136313,-49.482621
7.472,-25.816016,-50.18696
7.474,-21.907657,-50.580685
7.476,-19.073165,-50.588498
7.478,-16.561387,-49.622652
7.48,-15.562963,-48.429329
7.482,-12.950183,-50.288775
7.484,-11.284811,-47.70367
7.486,-8.232132,-45.482786
7.488,-5.1821292,-46.011015
7.49,-3.3910807,-46.888141
7.492,-0.21681975,-46.037244
7.494,0.79489277,-44.794271
7.496,5.7141143,-44.690505
7.498,9.5729456,-42.479863
7.5,10.685382,-41.104197
7.502,11.447988,-41.758103
7.504,15.151782,-39.986323
7.506,17.864088,-39.603375
7.508,19.605945,-37.554318
7.51,21.987838,-37.026583
7.512,24.829423,-37.207504
7.514,27.265007,-35.384471
7.516,31.269272,-35.504295
7.518,33.995859,-33.591995
7.52,35.172855,-31.698542
7.522,36.159445,-29.449189
7.524,40.360408,-29.934373
7.526,41.679094,-29.457293
7.528,44.886099,-27.376294
7.53,46.044221,-25.368473
7.532,46.328919,-24.120438
7.534,52.383733,-24.613168
7.536,53.630436,-26.105337
7.538,55.007782,-22.102717
7.54,58.023921,-18.798132
7.542,59.169114,-19.230043
7.544,60.345477,-18.205119
7.546,63.97918,-17.011882
7.548,65.294392,-14.22021
7.55,65.599918,-13.966364
7.552,68.255848,-11.503985
7.554,70.923594,-10.623324
7.556,72.90052,-8.9676753
7.558,73.63277,-8.1245141
7.56,75.476816,-6.9976186
7.562,77.534292,-6.4152911
7.564,78.192335,-5.482045
7.566,78.785148,-2.0602213
7.568,81.233223,-1.12759
7.57,83.911603,-2.1877456
7.572,84.13051,-0.22615157
7.574,87.045662,2.3746477
7.576,87.880531,2.2129514
7.578,87.62434,3.3577332
7.58,90.737031,5.4631905
7.582,89.447305,5.9539266
7.584,91.934895,8.8589088
7.586,93.252389,9.2493773
7.588,94.067136,12.950479
7.59,94.545234,11.875829
7.592,95.999732,13.102586
7.594,95.379908,16.458357
7.596,95.969059,18.824697
7.598,97.48052,17.743094
7.6,96.432169,19.501287
7.602,99.345373,21.585669
7.604,99.298218,20.399237
7.606,98.39986,23.826576
7.608,99.792989,22.383348
7.61,99.409259,25.604679
7.612,99.910085,25.99344
7.614,100.37841,27.498642
7.616,98.738091,27.902846
7.618,99.924928,28.741772
7.62,100.46767,31.108976
7.622,99.425953,31.80314
7.624,99.554548,33.070825
7.626,98.482903,33.803429
7.628,97.737665,36.037973
7.63,97.985002,36.357685
7.632,97.510256,35.081299
7.634,98.543122,36.927169
7.636,98.998763,38.845222
7.638,97.654366,40.133623
7.64,94.494285,41.085767
7.642,92.366531,41.998764
7.644,93.559003,43.253567
7.646,93.829414,43.501632
7.648,92.255751,43.439366
7.65,91.275197,46.123591
7.652,90.28787,46.555523
7.654,89.61115,44.580067
7.656,88.872379,45.575659
7.658,86.121057,46.347638
7.66,85.877083,46.867708
7.662,84.773108,47.691407
7.664,83.566353,49.843253
7.666,82.059261,48.803423
7.668,80.666815,50.543329
7.67,80.971653,50.813781
7.672,77.39763,49.026997
7.674,76.154323,50.644894
7.676,73.318683,50.727835
7.678,72.79106,51.359907
7.68,68.946809,52.993074
7.682,68.730559,53.609947
7.684,66.501451,54.198509
7.686,64.822512,53.010578
7.688,62.410748,54.296709
7.69,62.644788,52.494967
7.692,59.220429,54.144835
7.694,56.438071,53.856944
7.696,54.021991,53.268198
7.698,53.766506,54.039589
7.7,49.78041,52.853412
7.702,49.228294,54.267597
7.704,46.254404,53.472592
7.706,44.007312,53.45241
7.708,41.017125,53.155019
7.71,39.969646,52.978591
7.712,35.848049,53.488728
7.714,34.700704,53.090576
7.716,31.529142,50.350778
7.718,28.797083,51.698052
7.72,29.129204,51.69616
7.722,25.098655,50.85761
7.724,22.669823,51.047435
7.726,22.199636,49.998477
7.728,15.914338,48.938031
7.73,16.910003,49.041478
7.732,10.5519,49.452256
7.734,10.056336,49.776662
7.736,6.5264425,48.360193
7.738,5.0422004,46.847558
7.74,1.7119816,46.761812
7.742,-0.21740808,44.781629
7.744,-2.9646033,44.926528
7.746,-5.8178225,42.941308
7.748,-5.9003296,43.200526
7.75,-11.587244,41.972175
7.752,-12.776931,44.505862
7.754,-15.449246,39.24452
7.756,-16.616683,38.943507
7.758,-19.094312,38.276144
7.76,-22.701259,38.172111
7.762,-27.737391,38.279182
7.764,-27.046248,35.188188
7.766,-27.79018,35.031016
7.768,-31.072456,33.599441
7.77,-34.564069,32.172339
7.772,-35.761959,32.313368
7.774,-40.095026,30.171582
7.776,-41.543577,28.31618
7.778,-42.692845,27.602146
7.78,-44.058038,26.504079
7.782,-47.398787,26.007485
7.784,-48.85613,23.049229
7.786,-51.474098,22.926054
7.788,-55.375208,20.683455
7.79,-57.918599,22.915995
7.792,-58.394186,18.75109
7.794,-60.948353,18.833257
7.796,-64.411408,17.089015
7.798,-63.768181,15.895741
7.8,-66.644652,13.550568
7.802,-69.016096,13.814652
7.804,-70.233349,12.689079
7.806,-72.771524,8.8859033
7.808,-72.679999,6.501461
7.81,-75.678481,7.8259279
7.812,-77.896273,6.39525
7.814,-76.939664,4.7327736
7.816,-80.705144,4.3855004
7.818,-82.071197,3.298331
7.82,-82.167276,1.2587167
7.822,-85.983983,0.71116373
7.824,-87.184024,-0.51521987
7.826,-87.6702,-1.5239813
7.828,-87.000512,-4.6030254
7.83,-87.120121,-4.4392953
7.832,-91.124582,-7.4867568
7.834,-92.634882,-10.478353
7.836,-92.668423,-9.0834455
7.838,-93.826315,-10.681389
7.84,-94.158705,-11.761409
7.842,-92.827525,-13.577835
7.844,-96.298923,-15.349942
7.846,-97.980112,-15.784113
7.848,-95.977137,-17.494428
7.85,-97.185528,-20.52696
7.852,-98.962492,-18.792412
7.854,-99.722167,-21.483468
7.856,-99.005204,-23.324267
7.858,-99.939041,-22.509959
7.86,-99.936071,-22.971359
7.862,-99.916786,-25.801859
7.864,-100.92409,-26.154944
7.866,-101.2774,-29.054512
7.868,-100.68456,-30.178049
7.87,-99.093324,-29.076882
7.872,-99.618886,-31.188857
7.874,-100.70948,-34.103485
7.876,-99.206106,-35.847419
7.878,-100.08018,-35.127878
7.88,-98.25282,-36.673124
7.882,-98.765216,-35.7032
7.884,-98.332994,-38.205478
7.886,-98.502318,-41.35117
7.888,-96.914282,-41.00349
7.89,-97.045748,-40.158513
7.892,-95.129732,-40.454781
7.894,-94.561658,-41.497962
7.896,-95.032199,-44.083911
7.898,-91.326003,-44.756748
7.9,-88.731351,-44.4313
7.902,-91.952841,-46.556677
7.904,-89.390311,-45.10497
7.906,-87.529638,-47.436993
7.908,-85.643027,-47.852674
7.91,-86.756008,-49.269213
7.912,-82.888162,-50.436324
7.914,-84.917021,-49.052205
7.916,-82.155708,-50.252656
7.918,-81.767521,-50.074576
7.92,-79.701908,-51.310809
7.922,-75.128533,-51.884847
7.924,-75.460616,-52.450587
7.926,-74.033583,-53.669017
7.928,-71.523151,-50.352196
7.93,-70.712641,-52.852823
7.932,-66.260554,-52.924204
7.934,-66.866679,-52.025568
7.936,-64.644655,-51.383662
7.938,-61.69632,-54.855231
7.94,-60.639289,-51.683293
7.942,-58.836015,-53.627363
7.944,-55.882777,-52.914355
7.946,-54.377578,-54.289743
7.948,-53.020567,-54.581601
7.95,-50.505601,-52.579277
7.952,-48.481547,-52.804804
7.954,-45.720012,-54.652664
7.956,-43.112461,-53.485099
7.958,-41.507462,-53.148388
7.96,-39.246673,-53.197893
7.962,-37.352736,-53.325556
7.964,-34.108852,-52.476392
7.966,-32.870126,-53.226002
7.968,-29.834474,-52.340326
7.97,-27.948907,-51.300712
7.972,-25.195174,-50.539297
7.974,-19.618752,-50.456867
7.976,-21.800064,-50.727498
7.978,-17.852553,-51.65659
7.98,-14.250347,-48.984158
7.982,-11.813459,-48.115117
7.984,-9.0802239,-46.754975
7.986,-8.8543996,-45.716608
7.988,-5.1699206,-47.422817
7.99,-2.7063953,-45.814691
7.992,1.4365103,-44.181559
7.994,1.8023479,-45.21862
7.996,4.8137892,-42.995797
7.998,7.9130557,-43.046839
8,9.5206704,-42.667554
8.002,11.120737,-41.804793
8.004,14.710723,-39.329974
8.006,15.992704,-42.841864
8.008,21.010407,-37.800274
8.01,21.828077,-38.294722
8.012,25.009907,-36.480061
8.014,29.133836,-35.71937
8.016,29.046011,-34.922665
8.018,31.585987,-33.982569
8.02,35.164727,-32.175341
8.022,35.55528,-31.308398
8.024,39.363668,-30.53296
8.026,40.799501,-28.247207
8.028,44.320092,-29.651474
8.03,46.461536,-26.486042
8.032,47.256334,-24.374571
8.034,50.306993,-25.787689
8.036,53.303786,-24.985675
8.038,55.526139,-22.049411
8.04,58.244171,-18.53327
8.042,57.252846,-18.801762
8.044,61.189878,-20.112619
8.046,64.064823,-15.806337
8.048,66.077946,-14.512895
8.05,68.899659,-13.993237
8.052,68.667275,-13.49258
8.054,70.649985,-11.73725
8.056,71.616962,-12.876248
8.058,72.525992,-9.1372015
8.06,75.057664,-7.8988951
8.062,77.374467,-7.709606
8.064,79.509831,-5.096762
8.066,81.280201,-4.0501613
8.068,81.257876,-1.9654446
8.07,82.611432,0.93741908
8.072,83.969721,0.20599892
8.074,84.563275,-0.013850095
8.076,88.469712,2.1326749
8.078,87.744823,2.3043448
8.08,88.273686,5.96718
8.082,90.009995,6.206873
8.084,92.271978,8.2235761
8.086,91.545457,10.473674
8.088,93.397522,10.609932
8.09,93.407635,11.622727
8.092,95.753099,12.381873
8.094,96.530233,15.373725
8.096,96.674103,13.527517
8.098,97.642058,17.452616
8.1,99.663214,17.752166
8.102,96.737079,19.93586
8.104,96.766531,19.624199
8.106,99.475328,22.570151
8.108,100.26882,22.963865
8.11,99.713149,23.159812
8.112,100.3156,24.695467
8.114,100.48679,27.005381
8.116,101.2289,28.00267
8.118,100.06069,30.384547
8.12,99.540693,30.355505
8.122,99.590224,31.697413
8.124,97.551223,32.911735
8.126,100.21465,36.259936
8.128,98.515696,35.038928
8.13,98.229787,36.602456
8.132,99.506629,37.541858
8.134,98.635503,37.373189
8.136,97.724755,39.104158
8.138,97.602046,40.765688
8.14,96.801626,40.262082
8.142,94.30698,42.486008
8.144,93.630012,40.021108
8.146,94.040711,42.507212
8.148,93.152603,45.361297
8.15,92.816267,44.092063
8.152,90.852053,46.149598
8.154,90.012308,46.32053
8.156,88.102046,48.180702
8.158,85.024674,47.09162
8.16,86.747257,47.444285
8.162,85.17171,47.194142
8.164,82.714647,49.533513
8.166,83.496656,49.681321
8.168,79.714376,50.77484
8.17,79.092532,49.482713
8.172,78.287354,50.636824
8.174,75.806593,51.106757
8.176,74.472636,51.952073
8.178,72.034046,51.116803
8.18,69.742915,53.489973
8.182,69.111364,51.502066
8.184,68.11985,53.286893
8.186,66.328259,55.286623
8.188,62.349457,52.392317
8.19,60.813582,54.42669
8.192,56.898309,53.526441
8.194,56.515661,55.29577
8.196,54.545747,53.00812
8.198,50.965811,54.982711
8.2,50.428088,53.042096
8.202,48.796157,54.987187
8.204,45.253856,54.546569
8.206,44.789482,54.492615
8.208,42.523455,53.204687
8.21,39.661561,52.185085
8.212,35.37623,51.399267
8.214,34.533363,52.654825
8.216,34.237807,52.262234
8.218,30.49751,52.072539
8.22,26.93837,50.607802
8.222,24.971678,52.45122
8.224,24.006765,51.169951
8.226,21.14303,49.268902
8.228,16.489214,51.193769
8.23,14.416785,47.653063
8.232,11.385553,48.302159
8.234,9.5720821,48.723213
8.236,9.4563942,46.78419
8.238,6.2367654,47.070106
8.24,1.9030269,47.764043
8.242,-0.010642114,45.710302
8.244,-0.80758806,44.890023
8.246,-4.3183374,42.406065
8.248,-7.3400033,43.283875
8.25,-9.1218502,42.754662
8.252,-10.803976,40.017515
8.254,-14.881004,40.628706
8.256,-18.677809,38.601391
8.258,-19.90557,38.212752
8.26,-23.150405,39.36132
8.262,-24.566194,37.783153
8.264,-26.768655,37.681665
8.266,-29.682219,37.378424
8.268,-32.059735,32.491308
8.27,-35.571146,33.471527
8.272,-36.963465,31.123402
8.274,-39.678378,30.412467
8.276,-39.615801,27.913982
8.278,-42.75447,27.606928
8.28,-45.622784,26.108102
8.282,-48.152233,27.957222
8.284,-49.594806,26.178123
8.286,-53.558761,24.264007
8.288,-52.615594,21.896041
8.29,-55.188074,21.065302
8.292,-59.676989,19.356052
8.294,-60.688934,18.61021
8.296,-63.818934,18.240221
8.298,-64.554809,15.076019
8.3,-67.118888,15.015969
8.302,-68.050161,13.498561
8.304,-67.727994,9.8714555
8.306,-72.107057,9.5208684
8.308,-73.43906,8.0346715
8.31,-75.831626,8.5015951
8.312,-78.443245,5.5994159
8.314,-77.57298,5.2762318
8.316,-80.814174,2.3746669
8.318,-83.440575,2.5966378
8.32,-82.718719,0.93195604
8.322,-82.53064,-0.39486897
8.324,-84.813936,-0.85077157
8.326,-87.118252,-1.5299469
8.328,-88.39412,-3.1972099
8.33,-90.130173,-4.9600158
8.332,-89.582514,-6.7836315
8.334,-90.745826,-9.0816596
8.336,-92.670757,-10.420738
8.338,-92.912847,-11.178298
8.34,-93.558408,-12.33762
8.342,-95.513572,-12.865268
8.344,-96.409801,-15.806771
8.346,-96.372967,-16.461472
8.348,-98.964175,-17.091444
8.35,-95.799515,-18.250842
8.352,-97.679786,-20.025555
8.354,-97.419277,-22.927026
8.356,-97.396645,-21.900442
8.358,-99.672323,-22.088692
8.36,-100.01974,-25.648587
8.362,-97.1059,-26.385131
8.364,-100.21074,-25.553816
8.366,-99.626564,-30.308313
8.368,-100.59712,-29.370178
8.37,-100.60738,-30.994175
8.372,-101.17817,-31.348539
8.374,-99.78947,-32.371874
8.376,-99.516659,-33.249593
8.378,-98.955381,-34.293413
8.38,-99.070394,-36.38286
8.382,-96.542095,-37.060677
8.384,-96.552124,-38.770759
8.386,-96.195467,-38.358275
8.388,-96.497517,-39.398594
8.39,-95.815048,-40.268576
8.392,-95.37295,-40.596691
8.394,-94.766968,-42.37967
8.396,-93.223463,-42.046917
8.398,-96.076537,-43.955739
8.4,-92.421851,-44.449459
8.402,-91.523235,-47.07379
8.404,-89.410487,-46.605245
8.406,-88.987451,-47.329721
8.408,-86.97072,-46.154508
8.41,-84.841486,-47.262544
8.412,-84.909046,-47.547302
8.414,-82.614197,-49.439974
8.416,-82.159364,-50.074757
8.418,-80.320211,-49.245992
8.42,-78.833861,-52.239132
8.422,-76.570244,-50.679783
8.424,-75.797572,-52.78145
8.426,-72.684163,-51.705017
8.428,-72.174635,-51.81502
8.43,-70.339701,-52.858037
8.432,-68.632992,-53.205485
8.434,-67.40955,-53.189704
8.436,-65.284682,-54.939559
8.438,-63.527821,-52.473852
8.44,-61.49966,-54.138491
8.442,-58.913455,-53.406099
8.444,-56.193206,-56.307124
8.446,-55.608826,-53.899107
8.448,-49.595712,-51.677939
8.45,-50.074022,-53.421338
8.452,-47.588809,-53.535156
8.454,-46.41238,-54.92092
8.456,-43.453484,-52.575049
8.458,-42.214848,-52.802738
8.46,-39.658512,-52.931465
8.462,-36.047921,-53.274622
8.464,-35.133388,-51.224883
8.466,-30.280923,-53.220712
8.468,-30.706625,-52.151938
8.47,-27.773531,-51.281264
8.472,-23.573729,-50.478369
8.474,-23.545417,-51.349337
8.476,-19.397428,-48.463391
8.478,-16.840036,-48.723584
8.48,-14.809579,-47.991932
8.482,-11.447217,-48.988762
8.484,-8.4296999,-49.058899
8.486,-7.4981141,-46.72191
8.488,-5.7348298,-45.215996
8.49,-2.8707571,-46.927972
8.492,0.026631659,-46.779669
8.494,3.6724505,-45.760226
8.496,4.6963558,-43.406919
8.498,7.5901987,-40.356719
8.5,10.83568,-42.432778
8.502,12.326545,-40.940765
8.504,15.780293,-41.05996
8.506,16.823148,-39.987919
8.508,20.033774,-38.972446
8.51,23.209703,-37.09529
8.512,24.993226,-37.355696
8.514,25.164292,-35.742766
8.516,29.200355,-35.775771
8.518,32.013775,-34.615899
8.52,34.054427,-32.403057
8.522,38.258534,-31.051428
8.524,39.002877,-31.205345
8.526,40.900675,-28.379442
8.528,44.856082,-28.193923
8.53,45.992189,-26.845632
8.532,48.023379,-26.340438
8.534,50.081083,-24.534105
8.536,51.086854,-24.980249
8.538,55.586914,-22.113061
8.54,57.608909,-20.725656
8.542,57.934537,-19.558266
8.544,58.823541,-18.809741
8.546,61.140462,-17.093796
8.548,64.769199,-17.133607
8.55,68.312263,-15.093947
8.552,69.384473,-13.684416
8.554,71.363002,-14.152485
8.556,71.709844,-11.196398
8.558,73.208891,-8.9947316
8.56,74.51084,-6.0401065
8.562,76.650992,-7.7145616
8.564,81.401306,-5.5194865
8.566,80.541965,-3.8123018
8.568,80.583925,-1.6113879
8.57,81.339134,-2.3414729
8.572,86.14402,0.30352837
8.574,86.032573,3.9837735
8.576,86.755974,0.96182754
8.578,87.959256,4.1037854
8.58,89.492264,5.9034856
8.582,90.834842,6.2736198
8.584,90.987547,8.6962641
8.586,92.17244,10.746351
8.588,93.760759,11.434841
8.59,92.371739,12.640949
8.592,95.418989,14.257436
8.594,94.238904,14.843077
8.596,97.137628,17.237725
8.598,95.798823,17.829025
8.6,97.616369,19.607438
8.602,97.710126,19.179321
8.604,99.036265,22.033435
8.606,97.965922,21.647479
8.608,99.953684,22.495478
8.61,100.24712,25.396099
8.612,99.744654,25.327715
8.614,100.33943,28.296602
8.616,98.110857,27.270433
8.618,102.63007,27.676835
8.62,99.410889,31.631626
8.622,100.89062,31.456513
8.624,100.93828,31.228784
8.626,99.224193,34.486716
8.628,99.675846,35.627914
8.63,100.20609,36.640924
8.632,97.686686,36.665105
8.634,97.949718,37.916813
8.636,95.952297,37.913007
8.638,96.008881,39.956545
8.64,94.457814,40.097951
8.642,95.337438,42.335369
8.644,94.462322,42.77695
8.646,94.212607,41.784726
8.648,93.153792,44.650481
8.65,91.179099,45.100033
8.652,91.132775,44.538315
8.654,88.476909,45.386593
8.656,87.687499,47.781442
8.658,88.408229,48.860824
8.66,86.721628,48.027528
8.662,84.097872,47.652922
8.664,82.42315,49.988139
8.666,80.966146,49.577867
8.668,82.372489,50.578643
8.67,79.22792,50.655314
8.672,76.518816,49.248283
8.674,76.130537,50.402175
8.676,72.085882,51.993243
8.678,73.429063,52.198228
8.68,72.017225,52.859284
8.682,67.086655,54.123371
8.684,66.135077,54.101478
8.686,63.332022,53.763053
8.688,65.103592,52.658499
8.69,60.598262,52.674828
8.692,59.655837,53.381885
8.694,57.864058,54.136053
8.696,53.629191,52.656916
8.698,52.394134,53.820617
8.7,47.929232,53.159693
8.702,47.210602,54.83741
8.704,45.860997,54.726333
8.706,44.919261,53.311339
8.708,40.772154,52.483809
8.71,40.355852,53.093423
8.712,36.914172,52.53676
8.714,35.407042,52.600077
8.716,32.480485,52.764338
8.718,31.585981,54.061635
8.72,28.244665,53.306307
8.722,24.971277,50.204332
8.724,23.74289,50.494435
8.726,21.298629,49.265011
8.728,18.178758,49.75823
8.73,14.687434,50.595913
8.732,13.380412,49.968029
8.734,10.180251,46.899491
8.736,9.0542125,48.026893
8.738,4.3246912,47.351207
8.74,1.5214659,46.605025
8.742,-1.4966707,43.586399
8.744,-1.7281474,44.939245
8.746,-4.6136077,43.555259
8.748,-6.9986355,41.033675
8.75,-11.338384,41.823486
8.752,-13.682561,41.032471
8.754,-13.380524,41.135261
8.756,-15.523517,39.792527
8.758,-19.790946,39.266048
8.76,-23.55539,37.670496
8.762,-24.885895,36.715836
8.764,-25.510114,36.109842
8.766,-27.316942,34.102544
8.768,-30.864852,34.688723
8.77,-34.442472,32.070087
8.772,-39.480273,30.938215
8.774,-38.219696,30.853719
8.776,-41.842672,29.478775
8.778,-43.631459,27.911531
8.78,-46.61419,26.622589
8.782,-48.878705,24.534824
8.784,-53.312281,25.48987
8.786,-52.665878,23.204469
8.788,-55.463486,20.560795
8.79,-58.433402,20.429154
8.792,-59.448608,19.354881
8.794,-61.900183,18.52339
8.796,-62.924605,16.355262
8.798,-63.942288,14.57476
8.8,-66.634304,15.629713
8.802,-69.239698,14.032522
8.804,-69.212565,12.449069
8.806,-71.279991,11.566169
8.808,-73.625297,10.766951
8.81,-75.589306,9.0843106
8.812,-77.014188,8.5061736
8.814,-79.001237,4.4198676
8.816,-79.746615,3.8601853
8.818,-81.174158,0.78540529
8.82,-82.834691,3.0803819
8.822,-84.085442,-0.58388724
8.824,-85.837171,-1.5711557
8.826,-88.907809,-2.6013322
8.828,-88.422092,-4.6663338
8.83,-88.698315,-3.3381641
8.832,-90.472889,-7.2760437
8.834,-91.482391,-9.0104683
8.836,-92.061448,-10.006054
8.838,-93.969397,-9.7752725
8.84,-94.212842,-11.46982
8.842,-95.010668,-12.558589
8.844,-95.305921,-14.192725
8.846,-96.385677,-14.147828
8.848,-99.269163,-17.565864
8.85,-98.364771,-19.29415
8.852,-99.112487,-19.946355
8.854,-97.510062,-21.428939
8.856,-99.532638,-21.858621
8.858,-98.826928,-23.988272
8.86,-100.78591,-24.964374
8.862,-101.88696,-26.486351
8.864,-100.33048,-28.013528
8.866,-101.98923,-27.747774
8.868,-99.380041,-28.838178
8.87,-99.402054,-29.064002
8.872,-100.06901,-32.621779
8.874,-96.830883,-33.776723
8.876,-97.911081,-33.071591
8.878,-98.505383,-34.276088
8.88,-97.849213,-34.699749
8.882,-98.03688,-35.287865
8.884,-96.942196,-38.177869
8.886,-97.651573,-37.205993
8.888,-98.452038,-40.86275
8.89,-95.799645,-40.268784
8.892,-96.189827,-39.061083
8.894,-93.545689,-41.961334
8.896,-93.702291,-44.231962
8.898,-92.606068,-43.30098
8.9,-92.107417,-44.649451
8.902,-92.485865,-44.561068
8.904,-90.355138,-46.797891
8.906,-88.178229,-46.911949
8.908,-86.108356,-46.433614
8.91,-85.444796,-47.47683
8.912,-83.80698,-47.08799
8.914,-81.920534,-48.456491
8.916,-83.775773,-50.026854
8.918,-81.16312,-52.287847
8.92,-77.537636,-49.883807
8.922,-77.131156,-50.529875
8.924,-74.513534,-52.13383
8.926,-75.61526,-51.407125
8.928,-73.926431,-51.313962
8.93,-69.782467,-52.532446
8.932,-67.285748,-53.06378
8.934,-66.06402,-52.920718
8.936,-65.419948,-53.615274
8.938,-63.36129,-53.852583
8.94,-59.536953,-53.536677
8.942,-57.138286,-51.943544
8.944,-58.43256,-53.854414
8.946,-52.753699,-54.524399
8.948,-53.23942,-54.567817
8.95,-51.967606,-54.078156
8.952,-48.659668,-54.305171
8.954,-45.291496,-51.95503
8.956,-44.128624,-54.100812
8.958,-41.200913,-52.419749
8.96,-38.841206,-52.906441
8.962,-36.83854,-52.953984
8.964,-36.018308,-52.450193
8.966,-33.441631,-54.406911
8.968,-30.807125,-53.316721
8.97,-26.792464,-51.134876
8.972,-23.092054,-47.578694
8.974,-24.16236,-52.58791
8.976,-20.254327,-51.03978
8.978,-17.603667,-49.650762
8.98,-15.501256,-49.585067
8.982,-11.873624,-48.422916
8.984,-10.242982,-48.847231
8.986,-7.3755929,-46.389579
8.988,-5.6353145,-46.682042
8.99,-2.5685981,-47.829671
8.992,0.2617526,-45.101422
8.994,1.0452783,-43.54392
8.996,4.1422856,-43.9489
8.998,6.9263566,-44.079709
9,10.850254,-44.287626
9.002,14.500147,-41.74299
9.004,14.235556,-40.576944
9.006,18.74509,-40.65535
9.008,21.693625,-39.036665
9.01,22.067512,-36.94558
9.012,27.262482,-37.141866
9.014,27.992252,-36.407446
9.016,30.423784,-35.398018
9.018,33.375836,-33.083628
9.02,34.959492,-33.279087
9.022,37.117373,-32.063857
9.024,37.455638,-30.344021
9.026,42.828359,-28.021395
9.028,43.583538,-28.138533
9.03,44.939341,-26.614976
9.032,47.50117,-26.198597
9.034,50.384597,-25.337191
9.036,52.356623,-22.959946
9.038,53.46944,-22.486972
9.04,55.898241,-21.716128
9.042,59.737562,-20.139562
9.044,62.013292,-18.077223
9.046,62.987207,-18.164978
9.048,64.210193,-15.657209
9.05,67.26051,-14.200056
9.052,68.787327,-12.563303
9.054,69.257565,-11.137671
9.056,71.234147,-9.7779339
9.058,74.311738,-8.325226
9.06,75.089042,-7.548999
9.062,75.780848,-5.9653527
9.064,79.09229,-6.2620206
9.066,82.295202,-3.1713724
9.068,80.186381,-1.2670731
9.07,82.616536,-0.617884
9.072,86.435821,-0.18373841
9.074,85.496531,2.8810885
9.076,87.912414,1.1326597
9.078,89.465609,2.3675668
9.08,88.827299,4.3276536
9.082,90.356567,7.241446
9.084,92.911198,7.5027629
9.086,93.120326,9.6068045
9.088,96.02493,9.8122099
9.09,93.759697,11.379778
9.092,94.21791,13.970081
9.094,96.680506,16.30977
9.096,97.201571,15.741095
9.098,97.185698,17.531325
9.1,99.63591,18.924645
9.102,101.15741,19.87106
9.104,98.509462,21.543159
9.106,101.2809,22.638872
9.108,99.166788,23.04355
9.11,100.29359,25.64386
9.112,99.173012,26.43881
9.114,99.829461,27.988731
9.116,97.387037,28.194838
9.118,99.237052,28.294507
9.12,101.51413,29.728214
9.122,100.9977,31.46886
9.124,100.58543,33.639937
9.126,100.00393,33.438862
9.128,99.575503,35.434943
9.13,100.39172,35.74309
9.132,97.936995,36.998687
9.134,98.716687,36.331977
9.136,97.441976,37.54204
9.138,97.087882,39.938668
9.14,97.479598,39.553361
9.142,96.745948,40.575357
9.144,94.198424,41.169284
9.146,91.917765,43.176331
9.148,93.096293,43.53442
9.15,91.751501,44.39236
9.152,90.443316,44.737013
9.154,87.640371,46.967225
9.156,86.984982,46.830848
9.158,86.503197,46.95544
9.16,85.610893,48.374512
9.162,83.220174,49.681152
9.164,83.644149,49.017453
9.166,82.610655,48.707066
9.168,80.670752,49.821992
9.17,78.583374,52.184235
9.172,75.250235,49.964867
9.174,75.758885,50.485743
9.176,74.209402,49.805913
9.178,72.798508,52.135021
9.18,69.279669,53.354309
9.182,67.733369,53.035104
9.184,65.821398,51.974512
9.186,65.32675,53.033236
9.188,62.782407,53.140815
9.19,61.869426,52.897601
9.192,58.754888,54.34688
9.194,56.51404,53.485579
9.196,55.703103,53.658107
9.198,52.407541,54.142798
9.2,49.110803,55.346079
9.202,47.341967,54.467109
9.204,45.665552,52.751548
9.206,42.446664,54.184562
9.208,41.027903,54.604231
9.21,38.869568,54.799162
9.212,36.722384,52.069916
9.214,34.479001,52.30678
9.216,31.536786,51.589404
9.218,30.6657,51.494454
9.22,26.387289,51.62758
9.222,24.7213,52.604617
9.224,22.315798,51.436762
9.226,21.347935,49.946266
9.228,16.045732,49.587069
9.23,15.659437,48.943933
9.232,13.777739,46.694953
9.234,9.3786525,47.626988
9.236,6.7507577,47.468536
9.238,4.489365,47.212717
